Date,Price,Daily_Return,Golden_Cross,EMA_crossover,RSI_14,MACD_Hist,ROC_5,BB_Width,BB_Pct,ATR_Pct,HV_20,Vol_Ratio
2016-06-02,36839.14,0.9397701018408312,0,1,68.98700615770076,-88.02587785742003,0.8159881907896738,0.029328892809245857,0.9330473316027883,0.9707543760191402,9.228875280525124,1.476448084668925
2016-06-03,37223.0,1.0419895795612977,0,1,73.12114986501987,-47.69679840041158,1.4409338136264216,0.03403367194933445,1.131696159230449,1.0195324265985408,9.778759939078476,1.1832241368686973
2016-06-06,37352.27,0.3472852806060578,0,1,74.36068234817321,-16.794549637413184,3.08428194086936,0.04019299298861982,1.0841168665719971,0.977930251090689,9.585593728992647,1.0984725824979293
2016-06-07,37392.29,0.1071420826632696,0,1,74.74891432279098,0.9217490110218023,3.690162045125067,0.045210433384575664,1.0086040635940285,0.9206619727200336,9.583691960548757,0.7063348960211564
2016-06-08,37426.39,0.0911952704688578,0,1,75.09496049596706,9.064730509758647,2.5488434947676497,0.0492399229123265,0.9529805448458993,0.8763256322378477,9.570499562717744,0.735244021928084
2016-06-09,37414.26,-0.0324102858971886,0,1,74.70278370709468,7.80952278651489,1.5611656515325922,0.05064808200237426,0.8962840515420286,0.8110742863437518,9.177102117922956,0.6917338823396695
2016-06-10,36940.88,-1.2652395102829894,0,1,61.25764777793247,-28.724184722940322,-0.757918491255416,0.04887664650927839,0.6236235742762167,0.9397261696193744,10.536028221153297,0.5091781729615502
2016-06-13,36979.96,0.1057906579377654,0,1,61.86781577762103,-52.685146896252036,-0.9967533432372333,0.04672747661815838,0.6270346394956763,0.973713062682233,10.528936438783498,0.7434936320654257
2016-06-14,37517.75,1.4542741528114078,0,1,69.08375724339338,-35.563095407289666,0.3355237135783895,0.04720935032891575,0.8950963497701797,1.05014881653451,11.523675750941244,0.792874114417767
2016-06-15,38559.87,2.7776719019664053,0,1,77.83628602849778,38.677644784319,3.0285581911587034,0.061178920720765764,1.2154534159700845,1.2628705610262505,14.648364785059675,1.3676218536198421
2016-06-16,38751.6,0.4972267800695373,0,1,79.0134704110624,90.46939289396141,3.5744125368241786,0.07454934744525167,1.1175085958437958,1.311917650849669,14.433046067765476,1.3969351761671829
2016-06-17,38776.94,0.0653908483778886,0,1,79.1709314187822,114.65071952905419,4.970266003408708,0.08453337159715156,1.0179470038029292,1.2473251791789282,14.424060871644565,0.7837634565517551
2016-06-20,38469.82,-0.792017111200638,0,1,72.10922884934608,98.78061109261466,4.028830750492962,0.08925447984938728,0.8707213515989243,1.2670103425414811,14.908475341753002,0.8748457963021666
2016-06-21,38415.31,-0.1416954901270695,0,1,70.90045390534033,74.53481544995793,2.392360949150718,0.09167510204386252,0.8173373997379672,1.1926140517139625,14.79968352729799,0.7149718893210917
2016-06-22,38149.26,-0.6925624184732526,0,1,65.1592564650515,32.64043747709297,-1.0648635485544955,0.09096992699849996,0.7166808891071905,1.2144862933825762,15.087852519373232,0.5945523420119054
2016-06-23,38237.89,0.2323242967229077,0,1,66.14282880260812,4.440897373382995,-1.3256484893526932,0.09003541415369905,0.7195553627250173,1.1373096054636687,15.082536458356874,0.551123648177664
2016-06-24,37389.88,-2.2177217414454664,0,1,51.23829307567043,-73.48101551885884,-3.577022838831545,0.08774279305074278,0.4570115081560789,1.5114787827893905,17.412435822919857,1.2357008622375083
2016-06-27,37039.57,-0.9369112711781868,0,1,46.569804045223094,-146.55362357875424,-3.7178494726515465,0.0824874582374573,0.32830370229263917,1.5192115424009822,17.11769187014655,0.9511894832995751
2016-06-28,37076.63,0.1000551572277963,0,1,47.11873921135314,-187.7011206691759,-3.484756468189376,0.07445966238341681,0.305160856476418,1.4604963638899575,16.97634516602809,0.7601519819430592
2016-06-29,37786.57,1.9147910691991177,0,1,56.3668279416515,-163.31211845395813,-0.9507130675667219,0.06884602093267234,0.5383897693274987,1.4979072951118404,17.719460475981236,0.7525573430670092
2016-06-30,37783.54,-0.0080187219956728,0,1,56.32155585668154,-144.25247834345384,-1.1882193290477017,0.06543657258780296,0.5199886953442053,1.3912515435439257,17.496660712891288,0.707454405744377
2016-07-04,37966.76,0.4849201530613634,0,1,58.49249886600446,-117.31749651898656,1.542877377514995,0.06430303408663561,0.5804458531540574,1.3110403389564949,17.223196878831345,0.7952696642885794
2016-07-11,38367.96,1.0567138201942994,0,1,62.847085001168566,-72.680014669677,3.5864077255756355,0.06480385511490647,0.7226840886034075,1.3374412759904162,17.536303541046124,1.0224982823098667
