Date,Close,Log_Return,SPY_Log_Return,EEM_Log_Return,VEA_Close_Log_Return,VIX_Change,Days_Since_Last_Trade,Is_Post_Holiday,Is_IMF_Event,IMF_3Day_Window,USDPKR_Log_Return,annual_gdp_growth,cpi,kibor_rate,SMA_10,SMA_20,SMA_50,SMA_200,EMA_10,EMA_20,EMA_50,Golden_Cross,EMA_crossover,RSI_14,RSI_OB,RSI_OS,MACD_Line,MACD_Signal,MACD_Hist,ROC_5,BB_Upper,BB_Lower,BB_Middle,BB_Width,BB_Pct,True_Range,ATR_14,ATR_Pct,HV_20,Trend_Regime,kibor_rate_ma_5,kibor_rate_ma_20,kibor_rate_change_5,kibor_rate_change_20,return_lag_1,return_lag_2,return_lag_3,return_lag_5,return_lag_10,rolling_max_close_63,drawdown_63,max_drawdown_63,days_since_high_63,rolling_max_close_252,drawdown_252,max_drawdown_252,days_since_high_252
2023-03-31,40000.83,0.003819205,0.00583812,0.009919986,0.004659923907264639,-0.100000381,1,0,0,0,0.0008121209928946255,-0.414936,219.1385467313441,22.07,40325.634000000005,40967.1055,40809.0434,41389.3139,40311.91376243569,40627.355180129576,40812.76758126169,0.0,0.0,37.25552421226537,0.0,0.0,-302.4789413211183,-132.58344023362463,-169.8955010874937,0.1471632026899039,42502.68134522612,39431.529654773876,40967.1055,0.0749662846073478,0.1853703114033723,271.3899999999994,348.5524512794284,0.8713630474153371,10.523234508340591,0.0038732125732698634,22.026,21.342,0.8599999999999994,1.9299999999999997,-0.0007908747993036203,-0.005051597497852667,0.002049981037675508,-0.010750171512355022,-0.004297411952608465,42466.59,-0.05806352711625762,-0.11024401903327574,35.0,46601.54,-0.14164145648405613,-0.1772329841460175,238.0
2023-04-03,39889.9,-0.002777045,0.013996384,-0.00126608,0.00815797160985232,-0.319999695,3,1,0,0,0.0003529419720665419,-0.414936,224.4107716171245,22.19,40181.629,40894.7505,40838.6818,41380.1126,40235.18398744738,40557.121353450566,40776.57669572202,0.0,0.0,35.83466453568717,0.0,0.0,-320.9775191282315,-170.262256012546,-150.7152631156855,-0.2761724454048875,42492.07144232148,39297.42955767852,40894.7505,0.07811863003401766,0.1854575453885952,217.14999999999418,331.0321244421705,0.8298645131779485,8.376524955581747,0.0013729311899583264,22.062000000000005,21.4065,0.17999999999999972,1.2900000000000027,0.003826507245594968,-0.0007908747993036203,-0.005051597497852667,0.0014601153421018864,-0.00873361188600108,42466.59,-0.0606756982371317,-0.11024401903327574,36.0,46601.54,-0.14402184992169786,-0.1772329841460175,239.0
2023-04-04,39687.26,-0.00509293,0.003803184,0.002025272,-0.00021965820367192437,-0.150001526,1,0,0,0,0.003873947846558252,-0.414936,224.4107716171245,22.36,40058.509999999995,40807.397,40863.5552,41367.845100000006,40135.561444275125,40474.27741502671,40733.858393929,0.0,0.0,33.33371421145904,0.0,0.0,-347.97785764801665,-205.80537633964013,-142.17248130837652,-0.9857451043937759,42470.215596760165,39144.57840323983,40807.397,0.08149594039336386,0.16318123871645776,438.1800000000003,345.31850784988114,0.870099139748829,8.305820097131397,-0.0013742857107059863,22.132,21.475,0.34999999999999787,1.370000000000001,-0.0027731924562565125,0.003826507245594968,-0.0007908747993036203,0.002049981037675508,-0.009956460145729706,42466.59,-0.0654474493949242,-0.11024401903327574,37.0,46601.54,-0.14837020407480095,-0.1772329841460175,240.0
2023-04-05,39717.15,0.000752855,-0.005563628,0.0,-0.007716904741205301,0.450000763,1,0,0,0,0.0070052825884085925,-0.414936,224.4107716171245,21.98,39942.427,40726.520000000004,40876.7852,41357.54595,40059.486636225105,40402.17004216702,40693.987476520015,0.0,0.0,34.06469366881019,0.0,0.0,-362.78202192820754,-237.20070545735362,-125.58131647085392,-0.40807534825195724,42437.99002604899,39015.04997395102,40726.520000000004,0.08404695643276097,0.20511607429953518,245.0699999999997,331.9520401365636,0.835790181663497,8.368546028751915,-0.0036760522938578443,22.125999999999998,21.523000000000003,-0.030000000000001137,0.9600000000000009,-0.005079982652250292,-0.0027731924562565125,0.003826507245594968,-0.005051597497852667,-0.0009890403962025118,42466.59,-0.06474360197039586,-0.11024401903327574,38.0,46601.54,-0.14772880896210727,-0.1772329841460175,241.0
2023-04-06,40350.89,0.015830367,-0.002621739,-0.007871129,0.0033145875521168678,0.079999924,1,0,0,0,0.004874640263211969,-0.414936,224.4107716171245,22.07,39939.906,40676.118,40888.105,41346.67065,40112.469066002355,40397.2862286273,40680.532673519236,0.0,0.0,47.26703583923097,0.0,0.0,-319.6917002454211,-253.69890441496713,-65.99279583045396,1.2611312639042804,42368.43588071084,38983.80011928917,40676.118,0.08320940954644857,0.40391048759013426,657.1800000000003,375.31576811835515,0.9301300866433309,10.476377286087061,-0.00518456406820519,22.134,21.573,0.03999999999999915,1.0,0.0007531384126795437,-0.005079982652250292,-0.0027731924562565125,-0.0007908747993036203,-0.012277514691283797,42466.59,-0.04982034111992506,-0.11024401903327574,39.0,46601.54,-0.13412968755968158,-0.1772329841460175,242.0
2023-04-07,40049.65,-0.007493517,0.003893361,0.00407023,0.0,-0.680000305,1,0,0,0,-0.00520213205087862,-0.414936,224.4107716171245,22.07,39950.666,40599.323500000006,40872.1674,41334.6282,40101.04741763829,40364.17801637709,40655.79217651848,0.0,0.0,42.87263806078039,0.0,0.0,-306.318807756099,-264.22288508319355,-42.09592267290543,0.1220474675150518,42256.917188444335,38941.72981155568,40599.323500000006,0.08165622210154949,0.33419534478443885,544.8199999999997,397.9163323692411,0.9935575775799316,10.386918281947759,-0.006675542731310906,22.133999999999997,21.621000000000002,0.0,0.9600000000000009,0.01595633120704787,0.0007531384126795437,-0.005079982652250292,0.003826507245594968,-0.010750171512355022,42466.59,-0.056913917505502454,-0.11024401903327574,40.0,46601.54,-0.14059385161949578,-0.1772329841460175,243.0
2023-04-10,39835.9,-0.005351419,0.003893361,0.00407023,0.0008819647869089978,-0.680000305,3,1,0,0,-0.031217701120866935,-0.414936,224.4107716171245,22.09,39934.219,40501.425,40859.8748,41320.22285,40052.83879624951,40313.86582434118,40623.6395421452,0.0,0.0,40.02888024494564,0.0,0.0,-309.4019397629745,-273.25869601914974,-36.14324374382477,-0.1353726131176014,42091.881521320705,38910.9684786793,40501.425,0.07853829939666085,0.2907754814173245,367.9499999999971,393.92082138667524,0.988858846886038,10.124171317105905,-0.008772660262776793,22.113999999999997,21.669500000000003,-0.10000000000000142,0.9699999999999989,-0.007465510673990039,0.01595633120704787,0.0007531384126795437,-0.0027731924562565125,0.0014601153421018864,42466.59,-0.061947286090076825,-0.11024401903327574,41.0,46601.54,-0.14518060991117454,-0.1772329841460175,244.0
2023-04-11,39804.71,-0.000783269,0.001025817,0.001015104,0.004398528445385584,0.569999695,1,0,0,0,0.02979846757359191,-0.414936,224.4107716171245,22.08,39906.452999999994,40398.818,40858.5436,41313.98745,40007.724469658686,40265.37479345154,40591.52465813951,0.0,0.0,39.615950267370195,0.0,0.0,-310.77964216422697,-280.76288524816516,-30.01675691606181,0.2959387974881489,41882.27361557963,38915.36238442037,40398.818,0.07344054549217904,0.2997553840638959,196.97999999999593,367.6620452017847,0.923664674863313,10.03932408563182,-0.011251639424563286,22.058,21.717000000000002,-0.28000000000000114,0.9499999999999993,-0.005337125293229827,-0.007465510673990039,0.01595633120704787,-0.005079982652250292,0.002049981037675508,42466.59,-0.06268174581476871,-0.11024401903327574,42.0,46601.54,-0.14584990109768903,-0.1772329841460175,245.0
2023-04-12,40126.05,0.008040502,0.00026866,0.006068047,0.005689339895287615,0.130001068,1,0,0,0,0.005926502167371478,-0.414936,224.4107716171245,22.09,39931.069,40314.299,40847.6034,41305.22485,40029.23820244802,40252.10576550377,40573.27074997718,0.0,0.0,45.81744718399318,0.0,0.0,-282.68343017472944,-281.14699423347804,-1.5364359412513977,1.0295300644683758,41642.13475777199,38986.463242228005,40314.299,0.06587418314142059,0.42911435058961533,368.81000000000495,367.8151058415474,0.916649173894633,10.710087244160507,-0.013055953241065812,22.080000000000002,21.764,0.10999999999999943,0.9400000000000013,-0.0007829621020236655,-0.005337125293229827,-0.007465510673990039,0.0007531384126795437,-0.005051597497852667,42466.59,-0.055114856172817084,-0.11024401903327574,43.0,46601.54,-0.13895442081956944,-0.1772329841460175,246.0
2023-04-13,40205.54,0.001979048,-0.004084465,-0.007083151,0.014513374119088969,-0.010000229,1,0,0,0,-0.0006954527498190251,-0.414936,224.4107716171245,22.1,39966.788,40230.873999999996,40839.3154,41297.424450000006,40061.293074730194,40247.670930693894,40558.84993625258,0.0,0.0,47.26037215022744,0.0,0.0,-251.1081822607448,-275.1392318389314,24.031049578186582,-0.3602151030621559,41337.29487439733,39124.45312560266,40230.873999999996,0.055003571356532596,0.4885513729059954,292.54999999999563,357.7797583960072,0.8898767642369863,10.737843097160743,-0.014898423101382433,22.086000000000002,21.811,0.030000000000001137,0.9400000000000013,0.008072913984299879,-0.0007829621020236655,-0.005337125293229827,0.01595633120704787,-0.0007908747993036203,42466.59,-0.05324303175743561,-0.11024401903327574,44.0,46601.54,-0.13724868319802308,-0.1772329841460175,247.0
