Date,Price,Open,High,Low,Vol.,Change %,Log_Return,SPY_Log_Return,EEM_Log_Return,VIX_Level,VIX_Change,Days_Since_Last_Trade,Is_Post_Holiday,Is_IMF_Event,IMF_3Day_Window
3/26/2021,45521.63,"45,726.16","45,757.56","45,436.91",,-0.45%,-0.004482965,0.005609704,0.004633099,19.80999947,-1.390001297,1,0,0,0
3/29/2021,44431.8,"45,521.63","45,521.63","44,315.43",,-2.39%,-0.024232168,0.01598643,0.025669129,18.86000061,-0.949998856,3,1,0,0
3/30/2021,44491.03,"44,431.80","44,808.63","44,199.26",,0.13%,0.001332167,-0.000505149,-0.006969845,20.73999977,1.879999161,1,0,0,0
3/31/2021,44587.85,"44,491.03","45,133.25","44,477.90",,0.22%,0.002173805,-0.002656452,0.003208386,19.61000061,-1.129999161,1,0,0,0
4/1/2021,44428.1,"44,587.85","44,877.46","44,334.22",,-0.36%,-0.003589248,0.0040451,0.005074859,19.39999962,-0.210000992,1,0,0,0
4/2/2021,44300.95,"44,428.10","44,609.28","44,197.90",,-0.29%,-0.002866031,0.010741182,0.009701463,17.32999992,-2.069999695,1,0,0,0
4/5/2021,43548.21,"44,300.95","44,431.24","43,471.19",,-1.70%,-0.017137521,0.010741182,0.009701463,17.32999992,-2.069999695,3,1,0,0
4/6/2021,44404.7,"43,548.21","44,478.24","43,548.21",,1.97%,0.019476719,0.014251006,0.003891459,17.90999985,0.579999924,1,0,0,0
4/7/2021,43953.58,"44,404.70","44,571.91","43,758.05",,-1.02%,-0.010211243,-0.000590768,0.005533089,18.12000084,0.210000992,1,0,0,0
4/8/2021,44741.36,"43,953.58","44,759.37","43,953.58",,1.79%,0.017764276,0.001156743,-0.01482346,17.15999985,-0.960000992,1,0,0,0
4/9/2021,45186.48,"44,741.36","45,249.61","44,741.36",,0.99%,0.009899574,0.004735686,0.00818007,16.95000076,-0.209999084,1,0,0,0
4/12/2021,44978.05,"45,186.48","45,267.06","44,758.34",,-0.46%,-0.004623334,0.007243737,-0.00855354,16.69000053,-0.260000229,3,1,0,0
4/13/2021,45048.57,"45,009.78","45,133.41","44,887.03",,0.16%,0.001566648,0.000364443,-0.00599361,16.90999985,0.219999313,1,0,0,0
4/14/2021,45311.22,"45,048.57","45,347.40","45,048.57",,0.58%,0.005813443,0.002959547,0.004124563,16.64999962,-0.260000229,1,0,0,0
4/15/2021,45230.18,"45,311.22","45,447.49","45,174.89",,-0.18%,-0.001790121,-0.00342116,0.00503879,16.98999977,0.340000153,1,0,0,0
4/16/2021,45305.63,"45,230.18","45,471.35","45,230.18",,0.17%,0.001666744,0.010685091,0.00907999,16.56999969,-0.420000076,1,0,0,0
4/19/2021,44913.57,"45,305.63","45,305.63","44,611.83",,-0.87%,-0.008691331,0.003336912,0.002579144,16.25,-0.319999695,3,1,0,0
4/20/2021,45399.78,"44,913.57","45,558.13","44,913.57",,1.08%,0.010767283,-0.004924948,-0.003686655,17.29000092,1.040000916,1,0,0,0
4/21/2021,45306.54,"45,399.78","45,626.88","45,226.18",,-0.21%,-0.002055866,-0.007348644,-0.008158675,18.68000031,1.38999939,1,0,0,0
4/22/2021,44929.61,"45,306.54","45,496.82","44,882.75",,-0.83%,-0.00835435,0.009417432,0.006125298,17.5,-1.180000305,1,0,0,0
4/23/2021,44706.76,"44,929.61","44,929.61","44,363.40",,-0.50%,-0.004972322,-0.009174988,-0.003522255,18.70999908,1.209999084,1,0,0,0
4/26/2021,45682.77,"44,706.76","45,952.45","44,389.68",,2.18%,0.021596482,0.010784063,0.014381097,17.32999992,-1.379999161,3,1,0,0
4/27/2021,45292.87,"45,682.77","45,937.68","45,169.80",,-0.85%,-0.008571578,0.002085468,0.001280175,17.63999939,0.309999466,1,0,0,0
4/28/2021,45059.12,"45,292.87","45,588.94","45,020.83",,-0.52%,-0.00517422,-0.000215539,-0.000548603,17.55999947,-0.079999924,1,0,0,0
4/29/2021,44863.11,"45,059.12","45,143.34","44,781.30",,-0.44%,-0.004359552,-0.000287562,0.007471931,17.28000069,-0.279998779,1,0,0,0
