Date,Log_Return,SPY_Log_Return,EEM_Log_Return,VEA_Close_Log_Return,VIX_Change,Is_Post_Holiday,Is_IMF_Event,IMF_3Day_Window,USDPKR_Log_Return,annual_gdp_growth,EMA_crossover,RSI_OB,RSI_OS,MACD_Hist,True_Range,kibor_rate_change_5,kibor_rate_change_20,return_lag_1,return_lag_2,return_lag_3,return_lag_5,return_lag_10,days_since_high_63,drawdown_252,target_next_log_return
2025-05-22,-0.006511696,-0.016994391,-0.002594605,-0.0010935188327383127,2.780000687,0,0,0,5.224108258279959e-06,2.7,1.0,0.0,0.0,730.6392391106231,1637.1499999999942,-0.019999999999999574,-0.6999999999999993,0.008071958297781956,-0.006003026327343508,0.00033840610973046026,0.012024816316117848,-0.05892434466516061,5.0,-0.006742723586178445,-0.00042282303119132937
2025-05-23,-0.000422823,0.000394656,-0.003252751,0.0034586114126313027,-0.590000153,0,0,0,-0.0005031633425278999,2.7,1.0,0.0,0.0,612.8316073325602,877.2600000000093,-0.019999999999999574,-0.6999999999999993,-0.006490540513723553,0.008071958297781956,-0.006003026327343508,-0.002607244249445584,0.035235507088887674,6.0,-0.00716260686412884,-0.007429125032354589
2025-05-26,-0.007429125,-0.006849282,0.004118396,0.0,2.010000229,1,0,0,-0.0009974949064883245,2.7,1.0,0.0,0.0,445.0481939235045,1140.6600000000035,-0.009999999999999787,-0.7099999999999991,-0.00042273365413081354,-0.006490540513723553,0.008071958297781956,0.00033840610973046026,0.09445415445295646,7.0,-0.014511189426710591,0.000945154122481031
2025-05-27,0.000945154,-0.006849282,0.004118396,0.01389538682535065,2.010000229,0,0,0,0.0022726555026844073,2.7,1.0,0.0,0.0,317.1146958784443,664.2400000000052,-0.009999999999999787,-0.7199999999999989,-0.007401597294166451,-0.00042273365413081354,-0.006490540513723553,-0.006003026327343508,0.010896715563037729,8.0,-0.01357931029941084,0.005381288809411476
2025-05-29,0.005381289,0.020577532,-0.002382307,-0.005210701249642451,-3.330001831,1,0,0,0.003297877252507111,2.7,1.0,0.0,0.0,253.7554713017828,1306.5599999999977,-0.16999999999999993,-0.879999999999999,0.0009456009213921757,-0.007401597294166451,-0.00042273365413081354,0.008071958297781956,-0.0003319393175121865,9.0,-0.00825678750863501,0.006030961557668839
2025-05-30,0.006030962,0.003939546,0.003696127,0.001260302793973223,-0.129999161,0,0,0,-0.0030172294904075828,2.7,1.0,0.0,0.0,238.79390347218805,1142.0400000000081,-0.19000000000000128,-0.9000000000000004,0.005395793951150196,0.0009456009213921757,-0.007401597294166451,-0.006490540513723553,0.012024816316117848,10.0,-0.002257549917302981,-0.006818014841524434
2025-06-02,-0.006818015,-0.001119062,-0.012227239,0.011449129932508807,-0.61000061,1,0,0,-0.002872066414146228,2.7,1.0,0.0,0.0,156.5771738466999,1917.9300000000076,-0.21000000000000085,-0.9000000000000004,0.006049184421702547,0.005395793951150196,0.0009456009213921757,-0.00042273365413081354,-0.002607244249445584,11.0,-0.009037035172247632,0.013145793087193342
2025-06-03,0.013145793,0.00561711,0.007223348,-0.007319497784472467,-0.209999084,0,0,0,0.00163394884065593,2.7,1.0,0.0,0.0,188.44992140334705,1816.020000000004,-0.21000000000000085,-0.9100000000000001,-0.006794824911361408,0.006049184421702547,0.005395793951150196,-0.007401597294166451,0.00033840610973046026,0.0,0.0,0.011129125779787663
2025-06-04,0.011129126,0.005686338,0.002396234,0.005182695922500646,-0.670000076,0,0,0,0.0067646434845007,2.7,1.0,0.0,0.0,275.3686019739873,1431.6100000000006,-0.22000000000000064,-0.27999999999999936,0.013232578897609315,-0.006794824911361408,0.006049184421702547,0.0009456009213921757,-0.006003026327343508,0.0,0.0,-0.0012969939733426135
2025-06-05,-0.001296994,-0.000268368,0.012325855,0.0,-0.079999924,0,0,0,-0.005885586446362714,2.7,1.0,0.0,0.0,295.5038599206864,763.6800000000076,-0.05000000000000071,-0.25,0.011191284878224517,0.013232578897609315,-0.006794824911361408,0.005395793951150196,0.008071958297781956,1.0,-0.0012961532401737363,0.0031472687838483737
2025-06-10,0.003147269,-0.004844546,0.005144723,0.005865152059707465,0.869998932,1,0,0,0.004991128956179021,2.7,1.0,0.0,0.0,306.59666541318666,1021.6300000000047,-0.05999999999999872,-0.27999999999999936,-0.0012961532401737363,0.011191284878224517,0.013232578897609315,0.006049184421702547,-0.006490540513723553,0.0,0.0,0.0189003695487781
2025-06-11,0.01890037,0.005653713,0.005689635,-0.00017726426924063172,-0.209999084,0,0,0,0.0,2.7,1.0,0.0,0.0,434.85413046887425,2563.729999999996,-0.02999999999999936,-0.29999999999999893,0.0031522266341119654,-0.0012961532401737363,0.011191284878224517,-0.006794824911361408,-0.00042273365413081354,0.0,0.0,-0.0020894705761508752
